,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Garden Song___Phoebe Bridgers,0.426,0.274,0,-16.649,1,0.146,0.856,0.00658,0.111,0.169,100.255,audio_features,5bIgzvxvlefRUCQK9JPocF,spotify:track:5bIgzvxvlefRUCQK9JPocF,https://api.spotify.com/v1/tracks/5bIgzvxvlefRUCQK9JPocF,https://api.spotify.com/v1/audio-analysis/5bIgzvxvlefRUCQK9JPocF,219682,4,Punisher,6Pp6qGEywDdofgFC1oFbSH
54: Conquering Your Fears with Will___Are We Still Friends?,0.35,0.607,8,-10.832,1,0.041,0.00256,0.733,0.105,0.0879,120.285,audio_features,0najACsnqqKbHBB2cBULBP,spotify:track:0najACsnqqKbHBB2cBULBP,https://api.spotify.com/v1/tracks/0najACsnqqKbHBB2cBULBP,https://api.spotify.com/v1/audio-analysis/0najACsnqqKbHBB2cBULBP,172000,4,Lost Forever,0lqCh9sj1iKnhoGhVRiEp7
Where or When - 1996 Remastered___Benny Goodman Trio,0.702,0.291,4,-11.904,0,0.0383,0.98,0.702,0.102,0.47,100.307,audio_features,5NjADcPDek1y0b6AdcxjfY,spotify:track:5NjADcPDek1y0b6AdcxjfY,https://api.spotify.com/v1/tracks/5NjADcPDek1y0b6AdcxjfY,https://api.spotify.com/v1/audio-analysis/5NjADcPDek1y0b6AdcxjfY,202840,4,The Complete RCA Victor Small Group Recordings,3x9lHm09QKAmFJ24boFutV
MÍA___Danna Paola,0.715,0.793,11,-3.205,0,0.0647,0.329,5.71E-05,0.256,0.713,95.011,audio_features,2HWXhViZhTPJa10NgyrRRS,spotify:track:2HWXhViZhTPJa10NgyrRRS,https://api.spotify.com/v1/tracks/2HWXhViZhTPJa10NgyrRRS,https://api.spotify.com/v1/audio-analysis/2HWXhViZhTPJa10NgyrRRS,190293,4,MÍA,7w4L4dKgKRlErEaYooPvoz
Ho Hey___The Lumineers,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06E-06,0.0915,0.353,79.936,audio_features,0W4Kpfp1w2xkY3PrV714B7,spotify:track:0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/audio-analysis/0W4Kpfp1w2xkY3PrV714B7,163133,4,The Lumineers,6NWYmlHxAME5KXtxrTlUxW
Like Someone in Love___Björk,0.426,0.15,9,-14.988,0,0.0369,0.965,8.38E-05,0.139,0.0699,83.104,audio_features,0eDVClItJH4PkfPu7dciKP,spotify:track:0eDVClItJH4PkfPu7dciKP,https://api.spotify.com/v1/tracks/0eDVClItJH4PkfPu7dciKP,https://api.spotify.com/v1/audio-analysis/0eDVClItJH4PkfPu7dciKP,273400,4,Debut,3icT9XGrBfhlV8BKK4WEGX
Bitch I'm Nice___Doechii,0.892,0.703,1,-7.707,1,0.0831,0.000237,0.0741,0.0999,0.196,125.042,audio_features,7u5fFWlc7P46XWECmhyqNo,spotify:track:7u5fFWlc7P46XWECmhyqNo,https://api.spotify.com/v1/tracks/7u5fFWlc7P46XWECmhyqNo,https://api.spotify.com/v1/audio-analysis/7u5fFWlc7P46XWECmhyqNo,87037,4,Bitch I'm Nice,1XME8elbyGZ3cmhq3rb7Vg
photobooth___Mothé,0.643,0.724,2,-4.905,1,0.0376,0.14,0,0.0341,0.6,97.632,audio_features,5T4VvCZUTWefvZXX9QwxYo,spotify:track:5T4VvCZUTWefvZXX9QwxYo,https://api.spotify.com/v1/tracks/5T4VvCZUTWefvZXX9QwxYo,https://api.spotify.com/v1/audio-analysis/5T4VvCZUTWefvZXX9QwxYo,179005,4,photobooth,42vexyGwG6frmFCmODay26
Crucified___Army Of Lovers,0.595,0.867,4,-11.737,0,0.0498,0.00357,5.33E-05,0.382,0.469,122.118,audio_features,6fXzdWgyZhDeLmlzC7Mvco,spotify:track:6fXzdWgyZhDeLmlzC7Mvco,https://api.spotify.com/v1/tracks/6fXzdWgyZhDeLmlzC7Mvco,https://api.spotify.com/v1/audio-analysis/6fXzdWgyZhDeLmlzC7Mvco,214360,4,Massive Luxury Overdose,5glF3lGmuuYIHVeEVNUyyq
I Changed My Mind___Keyshia Cole,0.507,0.686,4,-4.074,1,0.102,0.226,0,0.387,0.618,93.615,audio_features,4w4RaMGPl2qnjSdPlp1KAE,spotify:track:4w4RaMGPl2qnjSdPlp1KAE,https://api.spotify.com/v1/tracks/4w4RaMGPl2qnjSdPlp1KAE,https://api.spotify.com/v1/audio-analysis/4w4RaMGPl2qnjSdPlp1KAE,198680,4,The Way It Is,4zEAsP0RIfbGARdtsgAaUV
Enya Had A Cream Dream About Drew___Emergency Intercom,0.477,0.223,11,-13.646,1,0.038,0.979,0.883,0.0951,0.498,79.627,audio_features,2fiXclETE0caRNDt60tLfq,spotify:track:2fiXclETE0caRNDt60tLfq,https://api.spotify.com/v1/tracks/2fiXclETE0caRNDt60tLfq,https://api.spotify.com/v1/audio-analysis/2fiXclETE0caRNDt60tLfq,176505,4,"Colin, The Rocket Scientist",4kyBKP6fy5ZZh6CB1PTPR4
it’s time to go - bonus track___Taylor Swift,0.592,0.41,0,-12.426,1,0.0397,0.801,1.39E-05,0.09,0.416,151.923,audio_features,1kdWw77ZpYOkhxeuhzU1j6,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,https://api.spotify.com/v1/tracks/1kdWw77ZpYOkhxeuhzU1j6,https://api.spotify.com/v1/audio-analysis/1kdWw77ZpYOkhxeuhzU1j6,254640,4,evermore (deluxe version),6AORtDjduMM3bupSWzbTSG
Conceited___SZA,0.791,0.458,1,-8.236,1,0.0673,0.0486,4.08E-05,0.106,0.772,150.046,audio_features,4hTej08FutmriOs7S1hWWy,spotify:track:4hTej08FutmriOs7S1hWWy,https://api.spotify.com/v1/tracks/4hTej08FutmriOs7S1hWWy,https://api.spotify.com/v1/audio-analysis/4hTej08FutmriOs7S1hWWy,151413,4,SOS,07w0rG5TETcyihsEIZR3qG
Dreamland Sequence___COIN,0.156,0.405,9,-11.746,1,0.0325,0.338,0.821,0.304,0.324,86.914,audio_features,13pY3zFnCiGAycgB4GcEcg,spotify:track:13pY3zFnCiGAycgB4GcEcg,https://api.spotify.com/v1/tracks/13pY3zFnCiGAycgB4GcEcg,https://api.spotify.com/v1/audio-analysis/13pY3zFnCiGAycgB4GcEcg,86960,1,Dreamland,1zXLcR0hdNeg8YajPkNCqB
My Way___Frank Sinatra,0.278,0.427,2,-8.688,1,0.0311,0.351,0,0.145,0.243,150.836,audio_features,2YkIDPL5lGhRhomCq4S2RO,spotify:track:2YkIDPL5lGhRhomCq4S2RO,https://api.spotify.com/v1/tracks/2YkIDPL5lGhRhomCq4S2RO,https://api.spotify.com/v1/audio-analysis/2YkIDPL5lGhRhomCq4S2RO,276253,4,Nothing But The Best (Remastered),3i67sGIVw8EBlgfSRv3Lj2
Overseas___Thundercat,0.849,0.604,2,-8.464,0,0.0338,0.44,0.0915,0.78,0.714,119.945,audio_features,1iGOI54dl6Ps1kYlSpPZzg,spotify:track:1iGOI54dl6Ps1kYlSpPZzg,https://api.spotify.com/v1/tracks/1iGOI54dl6Ps1kYlSpPZzg,https://api.spotify.com/v1/audio-analysis/1iGOI54dl6Ps1kYlSpPZzg,88453,4,It Is What It Is,59GRmAvlGs7KjLizFnV7Y9
"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto___Sergei Rachmaninoff",0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,audio_features,4rrrn8OLrttq7r9RgNXalU,spotify:track:4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/tracks/4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/audio-analysis/4rrrn8OLrttq7r9RgNXalU,644273,4,Rachmaninov: Piano Concerto No.2,5lVqgXqdoIH3W1wUM2hzPx
Barely on My Mind___The Regrettes,0.751,0.683,2,-3.08,0,0.035,0.257,0,0.413,0.668,119.988,audio_features,7LigIDzs63Y4uFlZvNzCZq,spotify:track:7LigIDzs63Y4uFlZvNzCZq,https://api.spotify.com/v1/tracks/7LigIDzs63Y4uFlZvNzCZq,https://api.spotify.com/v1/audio-analysis/7LigIDzs63Y4uFlZvNzCZq,197040,4,Further Joy,1rM5i5ofhPY3hdPA5wcozJ
making a comfortable space___Anything Goes with Emma Chamberlain,0.826,0.265,1,-18.745,1,0.388,0.167,0.0194,0.0945,0.277,140.163,audio_features,42eE5Ua5jMyC7U93611E9i,spotify:track:42eE5Ua5jMyC7U93611E9i,https://api.spotify.com/v1/tracks/42eE5Ua5jMyC7U93611E9i,https://api.spotify.com/v1/audio-analysis/42eE5Ua5jMyC7U93611E9i,104882,4,comfortable,3DZci2L8wGId4gogKqzhDK
Campus___Vampire Weekend,0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,audio_features,1eNrlXlW7Cj1QB1YUcZmpb,spotify:track:1eNrlXlW7Cj1QB1YUcZmpb,https://api.spotify.com/v1/tracks/1eNrlXlW7Cj1QB1YUcZmpb,https://api.spotify.com/v1/audio-analysis/1eNrlXlW7Cj1QB1YUcZmpb,176467,4,Vampire Weekend,7n8NJkGKAl2np1bXiRn0CY
Brown Eyed Girl___Van Morrison,0.491,0.583,7,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4,Blowin' Your Mind!,7dsWupQRlFuhG8FGiQAUjC
7 O'Clock News / Silent Night___Phoebe Bridgers,0.313,0.479,6,-10.531,1,0.0374,0.701,0.0177,0.113,0.397,83.486,audio_features,3Yczqhsn4HX2NJcZTYC5ck,spotify:track:3Yczqhsn4HX2NJcZTYC5ck,https://api.spotify.com/v1/tracks/3Yczqhsn4HX2NJcZTYC5ck,https://api.spotify.com/v1/audio-analysis/3Yczqhsn4HX2NJcZTYC5ck,120427,4,So Much Wine,42iPQ0sFMyNdjTTPsEbjEC
Girl - Remastered 2009___The Beatles,0.699,0.294,5,-13.205,0,0.0294,0.587,0,0.117,0.893,96.615,audio_features,6tQvjqDIK9GXWIC6mejms8,spotify:track:6tQvjqDIK9GXWIC6mejms8,https://api.spotify.com/v1/tracks/6tQvjqDIK9GXWIC6mejms8,https://api.spotify.com/v1/audio-analysis/6tQvjqDIK9GXWIC6mejms8,151720,4,Rubber Soul (Remastered),50o7kf2wLwVmOTVYJOTplm
dialtone.___Phony Ppl,0.71,0.728,7,-5.261,1,0.262,0.136,0,0.452,0.698,103.031,audio_features,6NAq3eKpIXWWaCZSDqbIBM,spotify:track:6NAq3eKpIXWWaCZSDqbIBM,https://api.spotify.com/v1/tracks/6NAq3eKpIXWWaCZSDqbIBM,https://api.spotify.com/v1/audio-analysis/6NAq3eKpIXWWaCZSDqbIBM,192010,4,Euphonyus,0MhLJ2lpLg30mIwHsC5Uo3
Keemy Casanova )___Akeem Ali,0.823,0.805,1,-4.637,0,0.299,0.201,0,0.149,0.89,90.24,audio_features,0EgSOmK5Jth2Rh5tRJ359Y,spotify:track:0EgSOmK5Jth2Rh5tRJ359Y,https://api.spotify.com/v1/tracks/0EgSOmK5Jth2Rh5tRJ359Y,https://api.spotify.com/v1/audio-analysis/0EgSOmK5Jth2Rh5tRJ359Y,135523,4,Keemy Casanova ),5sqGuMqmhUufsQimd8GWKj
My Body___Young the Giant,0.488,0.909,10,-6.591,1,0.0929,0.0011,1.02E-05,0.456,0.643,129.774,audio_features,1KDYN3odJHnj9pqGHN3FVs,spotify:track:1KDYN3odJHnj9pqGHN3FVs,https://api.spotify.com/v1/tracks/1KDYN3odJHnj9pqGHN3FVs,https://api.spotify.com/v1/audio-analysis/1KDYN3odJHnj9pqGHN3FVs,244400,4,Young The Giant (Special Edition),2ww7MYrkExsljnKhcINDse
We Out Here - Bonus Track___Rina Sawayama,0.577,0.926,10,-1.673,0,0.337,0.0594,0,0.0187,0.711,102.872,audio_features,3Rg41WcRghS1IOUUJtMpkx,spotify:track:3Rg41WcRghS1IOUUJtMpkx,https://api.spotify.com/v1/tracks/3Rg41WcRghS1IOUUJtMpkx,https://api.spotify.com/v1/audio-analysis/3Rg41WcRghS1IOUUJtMpkx,177042,4,SAWAYAMA (Deluxe Edition),6ijADQARGsV0sWAVHN4imN
Hurts Me Too___Faye Webster,0.464,0.299,5,-11.424,1,0.0275,0.105,0.261,0.0911,0.116,95.548,audio_features,0uphGVj1uIticJK6gb2WnO,spotify:track:0uphGVj1uIticJK6gb2WnO,https://api.spotify.com/v1/tracks/0uphGVj1uIticJK6gb2WnO,https://api.spotify.com/v1/audio-analysis/0uphGVj1uIticJK6gb2WnO,201120,3,Atlanta Millionaires Club,7jXmmQ1gNTXHyTF7uvH4Tn
Tongue Tied___GROUPLOVE,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,audio_features,0GO8y8jQk1PkHzS31d699N,spotify:track:0GO8y8jQk1PkHzS31d699N,https://api.spotify.com/v1/tracks/0GO8y8jQk1PkHzS31d699N,https://api.spotify.com/v1/audio-analysis/0GO8y8jQk1PkHzS31d699N,218013,4,Never Trust a Happy Song,3oylWMc9TTC6Nx4I6U3axc
Walkman___Bad Bad Hats,0.878,0.608,7,-8.094,1,0.0391,0.232,0.0234,0.144,0.96,118.981,audio_features,0Lk2KZTBAP7yEmOEfJEG86,spotify:track:0Lk2KZTBAP7yEmOEfJEG86,https://api.spotify.com/v1/tracks/0Lk2KZTBAP7yEmOEfJEG86,https://api.spotify.com/v1/audio-analysis/0Lk2KZTBAP7yEmOEfJEG86,177627,4,Walkman,6j7NwJ3QMjSxlxay1e7KOT
argyle___brakence,0.672,0.447,8,-8.034,0,0.046,0.411,0,0.35,0.576,139.023,audio_features,66YGJwPx1qGxTHywsFJTXe,spotify:track:66YGJwPx1qGxTHywsFJTXe,https://api.spotify.com/v1/tracks/66YGJwPx1qGxTHywsFJTXe,https://api.spotify.com/v1/audio-analysis/66YGJwPx1qGxTHywsFJTXe,165187,4,hypochondriac,6XV76W17coHAKFdeyiGT08
giveuwhatuwant___THE DRIVER ERA,0.634,0.858,6,-6.303,1,0.0673,0.0757,0,0.102,0.759,136.018,audio_features,7lijinEcL9N4BNZUYMBKRX,spotify:track:7lijinEcL9N4BNZUYMBKRX,https://api.spotify.com/v1/tracks/7lijinEcL9N4BNZUYMBKRX,https://api.spotify.com/v1/audio-analysis/7lijinEcL9N4BNZUYMBKRX,200460,4,X,26zSceZATGbvovShGxsIkz
The World Will End In Three Years/Coachella Outfits___Emergency Intercom,0.679,0.534,7,-7.71,1,0.0341,0.418,0,0.0557,0.548,93.964,audio_features,2oMCHQh9SuyzGPl4Qw6jwl,spotify:track:2oMCHQh9SuyzGPl4Qw6jwl,https://api.spotify.com/v1/tracks/2oMCHQh9SuyzGPl4Qw6jwl,https://api.spotify.com/v1/audio-analysis/2oMCHQh9SuyzGPl4Qw6jwl,248766,4,Newsies (Original Broadway Cast Recording),3hqYvu1aBkroLKzkGM5DSk
1 4 2___Inner Wave,0.701,0.692,0,-7.527,1,0.0374,0.179,0.0101,0.0994,0.56,114.987,audio_features,0XJ7aq4tIhIsQrSqWENo0d,spotify:track:0XJ7aq4tIhIsQrSqWENo0d,https://api.spotify.com/v1/tracks/0XJ7aq4tIhIsQrSqWENo0d,https://api.spotify.com/v1/audio-analysis/0XJ7aq4tIhIsQrSqWENo0d,305467,4,Sun Transmission,5J9YmwdAHSk1NG0scmQ19b
Circles___Post Malone,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi
Public Service Announcement (Interlude)___JAY-Z,0.422,0.973,1,-0.506,1,0.541,0.298,4.65E-05,0.21,0.567,178.213,audio_features,3sFLrOAYhSXE6UPoovRS9a,spotify:track:3sFLrOAYhSXE6UPoovRS9a,https://api.spotify.com/v1/tracks/3sFLrOAYhSXE6UPoovRS9a,https://api.spotify.com/v1/audio-analysis/3sFLrOAYhSXE6UPoovRS9a,166000,4,The Hits Collection Volume One (Deluxe),0z3nweFUGrzH2UZ0pohPAn
Can't Blame a Girl for Trying___Sabrina Carpenter,0.601,0.392,0,-7.322,1,0.0342,0.449,0,0.13,0.352,143.716,audio_features,5K7fGxZQB0K5sPKhLe9e07,spotify:track:5K7fGxZQB0K5sPKhLe9e07,https://api.spotify.com/v1/tracks/5K7fGxZQB0K5sPKhLe9e07,https://api.spotify.com/v1/audio-analysis/5K7fGxZQB0K5sPKhLe9e07,169307,4,Eyes Wide Open,55huyEjfSVsk9nnmmKp5df
Expression___Salt-N-Pepa,0.936,0.571,6,-10.834,1,0.0846,0.0347,2.81E-06,0.101,0.881,107.738,audio_features,1lXs8UWoQr7wMjHdxQI2XA,spotify:track:1lXs8UWoQr7wMjHdxQI2XA,https://api.spotify.com/v1/tracks/1lXs8UWoQr7wMjHdxQI2XA,https://api.spotify.com/v1/audio-analysis/1lXs8UWoQr7wMjHdxQI2XA,236240,4,Blacks' Magic,4iCiqnufcdAdTyKrkKGwqR
From the Dining Table___Harry Styles,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,audio_features,1IF5UcqRO42D12vYwceOY6,spotify:track:1IF5UcqRO42D12vYwceOY6,https://api.spotify.com/v1/tracks/1IF5UcqRO42D12vYwceOY6,https://api.spotify.com/v1/audio-analysis/1IF5UcqRO42D12vYwceOY6,211960,4,Harry Styles,1FZKIm3JVDCxTchXDo5jOV
La La La___Naughty Boy,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13E-06,0.0905,0.262,125.082,audio_features,36pLU2ywVeBKEF0rrKtmCB,spotify:track:36pLU2ywVeBKEF0rrKtmCB,https://api.spotify.com/v1/tracks/36pLU2ywVeBKEF0rrKtmCB,https://api.spotify.com/v1/audio-analysis/36pLU2ywVeBKEF0rrKtmCB,222200,4,Hotel Cabana (Deluxe Version),2SVSPhDBqChBe10hJh5owv
Crystal___Fleetwood Mac,0.321,0.383,4,-8.72,0,0.0323,0.165,0.000698,0.245,0.189,125.053,audio_features,6wZaKZs7XsMzAOu9yp8dUN,spotify:track:6wZaKZs7XsMzAOu9yp8dUN,https://api.spotify.com/v1/tracks/6wZaKZs7XsMzAOu9yp8dUN,https://api.spotify.com/v1/audio-analysis/6wZaKZs7XsMzAOu9yp8dUN,357107,3,Practical Magic (Music From The Motion Picture),2N7TdBow0ClqvPIdmuOgtw
Witchcraft___Graveyard Club,0.515,0.32,0,-8.007,1,0.038,0.606,0,0.122,0.311,116.293,audio_features,0H2uVxEEvuRRYLhowu78jf,spotify:track:0H2uVxEEvuRRYLhowu78jf,https://api.spotify.com/v1/tracks/0H2uVxEEvuRRYLhowu78jf,https://api.spotify.com/v1/audio-analysis/0H2uVxEEvuRRYLhowu78jf,172253,4,Ultimate Sinatra,7gmak9ZGm10y4PtZa9SBQn
Anxieties (Out of Time)___The Regrettes,0.568,0.791,9,-3.542,1,0.0284,0.214,0,0.21,0.429,90.034,audio_features,0y9Y03Nixt3fX18fQ1k2w9,spotify:track:0y9Y03Nixt3fX18fQ1k2w9,https://api.spotify.com/v1/tracks/0y9Y03Nixt3fX18fQ1k2w9,https://api.spotify.com/v1/audio-analysis/0y9Y03Nixt3fX18fQ1k2w9,220067,4,Further Joy,1rM5i5ofhPY3hdPA5wcozJ
These Chains___Mid-Air Thief,0.349,0.774,11,-8.08,1,0.14,0.583,0.114,0.422,0.161,127.9,audio_features,0KF9n8XeYmrlonaGnL8Krd,spotify:track:0KF9n8XeYmrlonaGnL8Krd,https://api.spotify.com/v1/tracks/0KF9n8XeYmrlonaGnL8Krd,https://api.spotify.com/v1/audio-analysis/0KF9n8XeYmrlonaGnL8Krd,307701,4,Crumbling,4n9J61IrlrEFswxTu0MJIo
INDUSTRY BABY (feat. Jack Harlow)___Lil Nas X,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,audio_features,27NovPIUIRrOZoCHxABJwK,spotify:track:27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000,4,INDUSTRY BABY (feat. Jack Harlow),622NFw5Yk0OReMJ2XWcXUh
That I Miss You___Vansire,0.779,0.572,4,-9.259,1,0.0396,0.306,0.739,0.106,0.967,114.994,audio_features,7szBZqBJuj9eAC8HJ4CyTM,spotify:track:7szBZqBJuj9eAC8HJ4CyTM,https://api.spotify.com/v1/tracks/7szBZqBJuj9eAC8HJ4CyTM,https://api.spotify.com/v1/audio-analysis/7szBZqBJuj9eAC8HJ4CyTM,140116,4,That I Miss You,3tE8rkq0T77F2hwjXMzCfF
"With You All the Time (From ""Don't Worry Darling"")___Alice and Jack",0.416,0.0158,2,-28.376,0,0.0699,0.793,0.00298,0.108,0.239,130.134,audio_features,6bcWgQ2pMEKgvxCKGKb68g,spotify:track:6bcWgQ2pMEKgvxCKGKb68g,https://api.spotify.com/v1/tracks/6bcWgQ2pMEKgvxCKGKb68g,https://api.spotify.com/v1/audio-analysis/6bcWgQ2pMEKgvxCKGKb68g,179747,3,Don't Worry Darling (Original Motion Picture Soundtrack),7vd9ogxIg5CSBFuvHE60LZ
Morning Elvis - Live At Denver Ball Arena___Florence + The Machine,0.359,0.529,7,-8.616,1,0.0372,0.367,3.31E-06,0.708,0.339,154.996,audio_features,4ZYuINHuDHnrpLj0FNE4so,spotify:track:4ZYuINHuDHnrpLj0FNE4so,https://api.spotify.com/v1/tracks/4ZYuINHuDHnrpLj0FNE4so,https://api.spotify.com/v1/audio-analysis/4ZYuINHuDHnrpLj0FNE4so,255652,4,Morning Elvis (Live At Denver Ball Arena),2x9KxA4G0o6qePmduWIoWh
Like This___Kelly Rowland,0.676,0.73,1,-5.963,1,0.267,0.00193,0,0.0627,0.489,178.117,audio_features,3sfydNh0QQAdnIAtDVG16H,spotify:track:3sfydNh0QQAdnIAtDVG16H,https://api.spotify.com/v1/tracks/3sfydNh0QQAdnIAtDVG16H,https://api.spotify.com/v1/audio-analysis/3sfydNh0QQAdnIAtDVG16H,215853,4,Ms. Kelly,2aBdyOINaz4J1aap1eoLPW
true___JAWNY,0.47,0.79,7,-7.718,1,0.0402,0.262,0.00331,0.178,0.368,146.203,audio_features,48Qes8IUekSZpcNDQgYzUX,spotify:track:48Qes8IUekSZpcNDQgYzUX,https://api.spotify.com/v1/tracks/48Qes8IUekSZpcNDQgYzUX,https://api.spotify.com/v1/audio-analysis/48Qes8IUekSZpcNDQgYzUX,296333,4,the record,0e9GjrztzBw8oMC6n2CDeI
Time2go___Devon,0.637,0.385,1,-11.107,1,0.198,0.2,2.56E-05,0.118,0.458,122.195,audio_features,6Q41gnFwpZdaspvdnf2yVS,spotify:track:6Q41gnFwpZdaspvdnf2yVS,https://api.spotify.com/v1/tracks/6Q41gnFwpZdaspvdnf2yVS,https://api.spotify.com/v1/audio-analysis/6Q41gnFwpZdaspvdnf2yVS,152786,5,FEEL GOOD,1Cgo2TV03oJbx9bpaWlKLU
Akube___Dotman,0.855,0.727,3,-4.882,0,0.0346,0.312,4.07E-06,0.191,0.46,108.014,audio_features,4ulKfhOXLxTo0QRCpWfZYh,spotify:track:4ulKfhOXLxTo0QRCpWfZYh,https://api.spotify.com/v1/tracks/4ulKfhOXLxTo0QRCpWfZYh,https://api.spotify.com/v1/audio-analysis/4ulKfhOXLxTo0QRCpWfZYh,224586,4,Akube,0zELiFzMoNWd27BZ8t24TY
Mardy Bum___Arctic Monkeys,0.634,0.599,2,-5.447,1,0.0365,0.0288,0,0.197,0.312,112.215,audio_features,3geFzA6VBSNZUTmV3bCry6,spotify:track:3geFzA6VBSNZUTmV3bCry6,https://api.spotify.com/v1/tracks/3geFzA6VBSNZUTmV3bCry6,https://api.spotify.com/v1/audio-analysis/3geFzA6VBSNZUTmV3bCry6,175440,4,"Whatever People Say I Am, That's What I'm Not",0ndGMh4twJNzPpr5XtHTR2
Mariposa___Isabella Lovestory,0.774,0.852,6,-4.062,1,0.0674,0.0903,0.253,0.196,0.295,98,audio_features,6I07cCR5AwBnVRmFRhJHGL,spotify:track:6I07cCR5AwBnVRmFRhJHGL,https://api.spotify.com/v1/tracks/6I07cCR5AwBnVRmFRhJHGL,https://api.spotify.com/v1/audio-analysis/6I07cCR5AwBnVRmFRhJHGL,179526,4,Mariposa,64aNLTvoDd51YloSSJQZ78
stripclub music___ROLE MODEL,0.674,0.492,3,-8.698,1,0.0464,0.122,0.00129,0.0981,0.321,143.936,audio_features,1LXSFybvpHuMEcZqq4c1xR,spotify:track:1LXSFybvpHuMEcZqq4c1xR,https://api.spotify.com/v1/tracks/1LXSFybvpHuMEcZqq4c1xR,https://api.spotify.com/v1/audio-analysis/1LXSFybvpHuMEcZqq4c1xR,174920,4,Rx,1PhcZ4Ov6ZxuaUZF8r9rbk
Episode #200 - Finally Revealing My Face___Very Really Good,,,,,,,,,,,,,,,,,,,,
OG!___JPEGMAFIA,0.729,0.653,8,-4.601,1,0.105,0.00463,1.27E-06,0.471,0.35,92.573,audio_features,5MelFaia7UyOxn3Xkhcunf,spotify:track:5MelFaia7UyOxn3Xkhcunf,https://api.spotify.com/v1/tracks/5MelFaia7UyOxn3Xkhcunf,https://api.spotify.com/v1/audio-analysis/5MelFaia7UyOxn3Xkhcunf,95070,4,LP!,4inXqcdjG79gV4m2mU8dQh
COMPLICATED (feat. aldn & 8485)___Whethan,0.578,0.783,5,-4.092,1,0.0524,0.0133,0,0.117,0.208,124.205,audio_features,6UnOP5bFNWaPqZJZyMNy4e,spotify:track:6UnOP5bFNWaPqZJZyMNy4e,https://api.spotify.com/v1/tracks/6UnOP5bFNWaPqZJZyMNy4e,https://api.spotify.com/v1/audio-analysis/6UnOP5bFNWaPqZJZyMNy4e,180603,3,MIDNIGHT,5l7cOhvgltRPUTJlkZlXee
my tears ricochet___Taylor Swift,0.456,0.263,0,-10.63,1,0.0332,0.806,0,0.0749,0.111,129.86,audio_features,1MgV7FIyNxIG7WzMRJV5HC,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,https://api.spotify.com/v1/tracks/1MgV7FIyNxIG7WzMRJV5HC,https://api.spotify.com/v1/audio-analysis/1MgV7FIyNxIG7WzMRJV5HC,255894,4,folklore,2fenSS68JI1h4Fo296JfGr
Broken Clocks___SZA,0.692,0.684,6,-7.364,1,0.155,0.131,0,0.156,0.406,112.912,audio_features,2fXwCWkh6YG5zU1IyvQrbs,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/audio-analysis/2fXwCWkh6YG5zU1IyvQrbs,231253,4,Ctrl,76290XdXVF9rPzGdNRWdCh
